student_id,attendance,cgpa,aptitude_score,coding_score,communication_score,mock_exam_score,backlogs,career_interest,placement_status,exam_selected
S00365,68,8.26,95,49,10,71,1,Business Analyst,Not Placed,RRB-NTPC
S00366,91,5.84,15,91,83,66,1,Business Analyst,Placed,SkillsCert
S00367,73,6.41,21,42,82,51,1,Software Engineer,In Progress,GRE
S00368,67,5.46,17,26,40,63,3,Business Analyst,Not Placed,SkillsCert
S00369,87,8.47,45,1,6,88,1,Cloud Engineer,Not Placed,CAT
S00370,64,7.62,95,0,72,32,1,Business Analyst,Not Placed,GRE
S00371,64,9.25,72,47,60,90,0,Cybersecurity,In Progress,RRB-NTPC
S00372,100,8.74,62,57,69,52,1,Software Engineer,In Progress,GRE
S00373,68,6.84,66,21,34,47,0,Data Scientist,Not Placed,RRB-NTPC
S00374,74,5.34,84,98,29,7,0,AI Researcher,In Progress,SkillsCert
S00375,83,6.48,53,65,52,6,0,AI Researcher,In Progress,CAT
S00376,96,6.6,80,42,23,18,1,Cloud Engineer,Not Placed,GATE
S00377,98,7.23,82,26,22,17,1,Cybersecurity,Not Placed,No exam
S00378,92,9.33,10,72,87,44,0,Software Engineer,Placed,No exam
S00379,89,5.51,4,99,8,9,0,Cloud Engineer,Not Placed,GATE
S00380,66,6.88,72,40,11,75,0,Business Analyst,Not Placed,GATE
S00381,84,5.4,86,30,59,6,1,Software Engineer,Not Placed,CAT
S00382,92,7.3,71,63,97,42,0,AI Researcher,Placed,No exam
S00383,99,9.02,77,30,10,81,1,Business Analyst,Not Placed,No exam
S00384,61,7.17,82,61,60,2,0,Business Analyst,In Progress,RRB-NTPC
S00385,71,8.56,89,84,84,89,1,Cybersecurity,Placed,SkillsCert
S00386,63,5.12,43,74,68,7,3,Cloud Engineer,In Progress,GRE
S00387,85,6.37,94,89,89,96,0,AI Researcher,Placed,RRB-NTPC
S00388,88,8.55,26,4,20,82,0,Business Analyst,Not Placed,GRE
S00389,74,5.06,27,91,61,32,1,Cybersecurity,In Progress,CAT
S00390,84,6.35,62,92,88,16,1,Business Analyst,Placed,GRE
S00391,75,7.3,84,92,32,21,0,Cybersecurity,In Progress,CAT
S00392,64,9.14,60,45,97,18,1,AI Researcher,Placed,CAT
S00393,72,8.46,5,97,75,3,1,Business Analyst,Placed,RRB-NTPC
S00394,81,8.28,12,29,90,12,1,Cybersecurity,In Progress,RRB-NTPC
S00395,91,7.19,99,40,51,6,1,AI Researcher,Not Placed,GATE
S00396,66,7.55,9,34,45,61,0,Business Analyst,Not Placed,CAT
S00397,72,9.25,8,47,22,48,1,Data Scientist,Not Placed,CAT
S00398,82,7.24,48,11,3,64,0,Business Analyst,Not Placed,No exam
S00399,92,7.27,35,24,10,25,1,Business Analyst,Not Placed,No exam
S00400,63,8.63,81,96,48,51,1,Business Analyst,Placed,SkillsCert
S00401,91,5.36,25,95,11,76,1,Software Engineer,Not Placed,RRB-NTPC
S00402,92,5.59,87,50,94,22,1,AI Researcher,In Progress,GRE
S00403,89,8.94,91,80,0,87,1,Business Analyst,In Progress,GRE
S00404,91,7.31,63,33,75,44,1,Software Engineer,In Progress,RRB-NTPC
S00405,65,9.74,68,15,17,89,0,Business Analyst,Not Placed,No exam
S00406,93,6.75,52,4,98,29,1,Cloud Engineer,In Progress,SkillsCert
S00407,66,9.5,68,51,47,59,1,Cloud Engineer,In Progress,GATE
S00408,96,6.09,53,76,36,7,1,Cloud Engineer,In Progress,No exam
S00409,93,5.57,53,15,33,48,1,Cybersecurity,Not Placed,No exam
S00410,83,7.52,12,80,87,77,0,Software Engineer,Placed,RRB-NTPC
S00411,60,8.99,20,50,41,19,1,Software Engineer,In Progress,CAT
S00412,82,5.17,55,35,48,80,0,Software Engineer,Not Placed,No exam
S00413,90,9.42,3,62,88,95,1,Cybersecurity,Placed,GRE
S00414,66,8.9,94,10,0,14,1,Business Analyst,Not Placed,RRB-NTPC
S00415,64,9.42,50,83,34,53,0,AI Researcher,In Progress,No exam
S00416,96,5.94,21,36,97,51,1,Data Scientist,In Progress,CAT
S00417,69,7.06,25,37,64,87,0,Cloud Engineer,In Progress,No exam
S00418,85,7.57,40,49,24,68,1,Cloud Engineer,Not Placed,No exam
S00419,61,8.76,48,64,27,4,1,Business Analyst,In Progress,GATE
S00420,76,5.63,60,1,30,25,1,AI Researcher,Not Placed,SkillsCert
S00421,95,8.37,6,79,32,73,1,AI Researcher,In Progress,SkillsCert
S00422,95,8.84,30,91,29,96,1,AI Researcher,In Progress,SkillsCert
S00423,75,9.21,7,49,73,48,0,Software Engineer,In Progress,CAT
S00424,77,8.33,97,41,37,14,1,Cybersecurity,Not Placed,RRB-NTPC
S00425,61,9.2,23,10,12,8,1,Cloud Engineer,Not Placed,CAT
S00426,85,7.62,23,93,27,80,1,Cloud Engineer,In Progress,RRB-NTPC
S00427,68,6.66,28,44,3,47,0,Software Engineer,Not Placed,CAT
S00428,88,5.22,42,19,43,24,1,Software Engineer,Not Placed,RRB-NTPC
S00429,65,6.51,83,87,29,90,0,Business Analyst,In Progress,GRE
S00430,71,8.76,59,74,63,29,1,Data Scientist,In Progress,No exam
S00431,99,9.89,96,98,2,51,0,Cloud Engineer,In Progress,GATE
S00432,80,5.33,4,54,58,23,1,Cloud Engineer,In Progress,GATE
S00433,73,6.33,41,40,64,50,0,Data Scientist,In Progress,SkillsCert
S00434,84,6.54,75,39,62,32,1,AI Researcher,In Progress,RRB-NTPC
S00435,82,8.19,57,97,41,91,0,Cybersecurity,In Progress,No exam
S00436,70,9.86,73,15,49,62,1,Business Analyst,Not Placed,No exam
S00437,71,5.66,44,74,73,67,0,Software Engineer,In Progress,SkillsCert
S00438,99,6.43,79,96,82,93,1,Cybersecurity,Placed,CAT
S00439,92,8.31,7,18,26,86,1,Data Scientist,Not Placed,CAT
S00440,99,5.01,2,8,49,71,1,Data Scientist,Not Placed,GATE
S00441,61,7.11,80,2,37,41,1,Data Scientist,Not Placed,CAT
S00442,69,7.44,14,73,64,21,1,Software Engineer,In Progress,RRB-NTPC
S00443,88,9.02,9,95,15,1,1,Cloud Engineer,In Progress,GRE
S00444,73,6.95,64,80,87,16,0,Software Engineer,Placed,CAT
S00445,91,9.47,48,43,13,29,1,Business Analyst,Not Placed,GATE
S00446,64,7.43,53,60,71,89,1,Business Analyst,In Progress,SkillsCert
S00447,92,6.53,9,48,36,41,0,Data Scientist,Not Placed,RRB-NTPC
S00448,100,7.99,51,22,65,3,1,Cloud Engineer,In Progress,RRB-NTPC
S00449,80,9.43,24,29,30,41,1,AI Researcher,Not Placed,GATE
S00450,77,6.97,30,47,14,93,1,Business Analyst,Not Placed,GATE
S00451,91,9.88,75,59,87,80,1,AI Researcher,Placed,GRE
S00452,99,6.18,87,6,69,92,0,Software Engineer,Not Placed,CAT
S00453,91,5.79,2,73,82,57,0,Software Engineer,In Progress,No exam
S00454,81,7.03,65,77,51,42,0,Business Analyst,In Progress,CAT
S00455,98,9.71,29,89,66,59,0,Data Scientist,Placed,RRB-NTPC
S00456,77,7.83,31,70,17,60,0,AI Researcher,In Progress,No exam
S00457,85,8.41,41,79,30,63,0,Software Engineer,In Progress,CAT
S00458,73,7.5,40,22,22,7,1,Data Scientist,Not Placed,CAT
S00459,72,7.8,81,63,85,4,1,Software Engineer,Placed,CAT
S00460,74,5.43,94,7,44,6,1,Data Scientist,Not Placed,CAT
S00461,78,5.22,58,11,86,50,0,Business Analyst,Not Placed,RRB-NTPC
S00462,98,5.46,48,84,78,24,1,Business Analyst,In Progress,GATE
S00463,81,5.67,26,49,11,46,1,Cybersecurity,Not Placed,No exam
S00464,74,7.42,89,41,12,32,0,Data Scientist,Not Placed,CAT
S00465,68,8.21,34,48,77,38,1,Software Engineer,In Progress,GATE
S00466,68,5.39,65,1,7,29,4,Business Analyst,Not Placed,No exam
S00467,100,5.22,63,72,25,36,0,Business Analyst,Not Placed,No exam
S00468,61,9.66,3,81,86,17,1,Business Analyst,Placed,No exam
S00469,61,5.18,9,33,88,13,5,Cybersecurity,In Progress,No exam
S00470,86,5.45,94,60,61,13,1,Business Analyst,In Progress,RRB-NTPC
S00471,84,7.41,22,3,42,20,1,AI Researcher,Not Placed,GRE
S00472,76,6.13,100,34,7,21,0,Business Analyst,Not Placed,CAT
S00473,97,7.69,16,94,57,59,0,Data Scientist,Placed,GATE
S00474,63,9.36,2,48,51,93,0,Data Scientist,In Progress,No exam
S00475,92,6.2,9,45,30,37,0,Cloud Engineer,Not Placed,CAT
S00476,76,7.17,76,13,11,31,1,Business Analyst,Not Placed,GATE
S00477,99,6.9,2,91,95,95,0,Cybersecurity,Placed,GATE
S00478,72,8.51,52,56,11,79,1,Cybersecurity,Not Placed,GRE
S00479,92,8.0,36,57,98,5,1,Software Engineer,Placed,SkillsCert
S00480,98,7.57,26,54,88,12,0,Data Scientist,In Progress,CAT
S00481,68,5.39,8,81,46,7,2,Cybersecurity,In Progress,GATE
S00482,66,6.46,46,73,93,32,4,Business Analyst,Placed,SkillsCert
S00483,74,9.62,37,2,50,90,1,AI Researcher,Not Placed,CAT
S00484,63,8.28,10,87,80,80,0,AI Researcher,Placed,SkillsCert
S00485,74,7.4,14,4,29,36,0,Business Analyst,Not Placed,SkillsCert
S00486,73,9.86,43,48,37,7,0,AI Researcher,In Progress,CAT
S00487,99,5.27,57,29,25,26,1,Business Analyst,Not Placed,SkillsCert
S00488,95,6.66,42,100,57,96,1,Business Analyst,In Progress,GRE
S00489,69,9.24,97,91,69,0,0,Business Analyst,Placed,GRE
S00490,66,7.11,76,45,2,36,1,Data Scientist,Not Placed,SkillsCert
S00491,86,8.82,55,83,65,83,1,Business Analyst,Placed,No exam
S00492,100,6.27,53,14,57,0,0,Business Analyst,Not Placed,CAT
S00493,83,7.76,49,10,91,3,1,Cloud Engineer,In Progress,GRE
S00494,62,8.0,6,59,60,70,1,Data Scientist,In Progress,SkillsCert
S00495,61,6.97,27,22,44,70,0,Cloud Engineer,Not Placed,No exam
S00496,95,8.53,86,2,31,76,0,Cybersecurity,Not Placed,No exam
S00497,88,7.74,92,42,96,70,1,Business Analyst,In Progress,SkillsCert
S00498,72,5.99,99,38,45,15,1,Cybersecurity,Not Placed,GATE
S00499,77,5.55,84,1,97,20,1,Cybersecurity,Not Placed,SkillsCert
S00500,86,6.92,59,48,11,44,1,AI Researcher,Not Placed,GATE
S00501,61,7.4,50,44,63,95,1,Data Scientist,In Progress,GATE
S00502,80,9.66,82,23,74,55,0,Data Scientist,In Progress,GRE
S00503,86,7.05,49,11,45,60,0,Software Engineer,Not Placed,No exam
S00504,83,7.72,21,97,16,83,1,Software Engineer,In Progress,RRB-NTPC
S00505,70,6.87,12,79,1,68,0,Cybersecurity,Not Placed,SkillsCert
S00506,79,9.27,49,46,70,32,1,Cybersecurity,In Progress,GRE
S00507,70,8.37,59,64,35,72,0,Cybersecurity,In Progress,SkillsCert
S00508,83,6.62,6,10,78,70,0,Software Engineer,Not Placed,SkillsCert
S00509,71,6.37,16,15,68,15,0,Cybersecurity,Not Placed,GATE
S00510,92,6.28,16,32,15,22,0,Cloud Engineer,Not Placed,SkillsCert
S00511,76,8.49,51,44,96,17,1,Data Scientist,In Progress,GATE
S00512,92,7.05,43,76,27,36,1,Data Scientist,In Progress,RRB-NTPC
S00513,61,7.41,48,47,100,30,0,Data Scientist,In Progress,GATE
S00514,95,6.23,67,89,32,95,0,AI Researcher,In Progress,CAT
S00515,88,9.69,43,100,87,81,0,Software Engineer,Placed,No exam
S00516,75,8.99,35,78,50,75,1,Cybersecurity,In Progress,GATE
S00517,65,9.74,36,43,0,12,0,Cybersecurity,Not Placed,GATE
S00518,96,8.16,43,53,50,24,0,AI Researcher,In Progress,GATE
S00519,74,5.63,62,23,43,72,0,Cybersecurity,Not Placed,CAT
S00520,94,9.19,51,65,59,73,1,Data Scientist,In Progress,No exam
S00521,91,7.6,2,58,19,4,0,Cloud Engineer,Not Placed,SkillsCert
S00522,70,6.57,13,91,51,89,0,Cybersecurity,In Progress,GATE
S00523,86,7.37,64,49,39,16,0,Business Analyst,Not Placed,GRE
S00524,71,6.36,70,48,97,54,0,Cybersecurity,In Progress,SkillsCert
S00525,77,5.66,73,23,87,0,1,Cloud Engineer,In Progress,No exam
S00526,68,5.8,31,3,23,5,3,Cybersecurity,Not Placed,CAT
S00527,79,7.36,3,66,68,41,1,Cloud Engineer,In Progress,GRE
S00528,72,5.86,36,81,95,54,0,Business Analyst,Placed,GRE
S00529,75,6.64,45,67,59,39,0,Cloud Engineer,In Progress,No exam
S00530,78,7.3,4,77,8,14,0,Cybersecurity,Not Placed,SkillsCert
S00531,63,6.78,6,39,80,71,0,Data Scientist,In Progress,RRB-NTPC
S00532,99,6.24,38,18,13,27,1,Business Analyst,Not Placed,No exam
S00533,65,7.88,7,44,36,83,0,Cloud Engineer,Not Placed,No exam
S00534,90,7.57,8,26,31,10,1,Data Scientist,Not Placed,No exam
S00535,76,8.88,43,78,55,49,0,Business Analyst,In Progress,SkillsCert
S00536,71,8.58,63,63,54,18,0,Cybersecurity,In Progress,GRE
S00537,66,7.25,86,13,20,28,0,Data Scientist,Not Placed,GATE
S00538,93,6.17,73,47,19,3,1,Data Scientist,Not Placed,No exam
S00539,67,9.74,74,97,57,76,1,Business Analyst,Placed,CAT
S00540,100,7.59,91,56,86,24,0,AI Researcher,In Progress,RRB-NTPC
S00541,95,9.85,31,22,30,39,0,Cloud Engineer,Not Placed,No exam
S00542,98,9.92,41,36,19,79,0,Data Scientist,Not Placed,GATE
S00543,100,8.12,59,47,21,10,1,Business Analyst,Not Placed,GATE
S00544,83,6.93,61,68,88,44,0,Data Scientist,Placed,GRE
S00545,68,9.25,94,60,89,80,0,Data Scientist,Placed,CAT
S00546,87,5.65,25,62,100,49,1,Data Scientist,In Progress,CAT
S00547,83,6.65,70,11,15,52,0,Cloud Engineer,Not Placed,GATE
S00548,74,7.31,14,43,16,95,0,Data Scientist,Not Placed,GRE
S00549,73,8.21,41,72,22,11,0,Cybersecurity,In Progress,RRB-NTPC
S00550,70,6.28,31,94,94,15,0,Data Scientist,Placed,GATE
S00551,72,5.15,60,55,31,66,0,AI Researcher,Not Placed,SkillsCert
S00552,65,7.48,18,99,3,46,0,Business Analyst,In Progress,CAT
S00553,64,9.55,90,14,1,17,0,Cloud Engineer,Not Placed,No exam
S00554,85,6.07,32,71,21,49,1,Cybersecurity,Not Placed,SkillsCert
S00555,93,9.37,67,24,11,44,0,Cloud Engineer,Not Placed,SkillsCert
S00556,85,5.49,32,92,38,91,0,Cloud Engineer,In Progress,No exam
S00557,73,6.2,48,12,79,11,0,Data Scientist,Not Placed,RRB-NTPC
S00558,61,5.81,25,35,0,86,3,AI Researcher,Not Placed,GATE
S00559,97,6.79,30,29,94,37,1,AI Researcher,In Progress,GATE
S00560,95,9.85,58,53,86,6,0,Cybersecurity,Placed,No exam
S00561,73,6.24,17,89,78,64,0,Cybersecurity,Placed,RRB-NTPC
S00562,72,7.05,29,97,52,93,0,AI Researcher,In Progress,SkillsCert
S00563,66,7.11,12,87,79,19,0,Software Engineer,Placed,CAT
S00564,75,6.86,96,64,93,51,0,Software Engineer,Placed,GRE
S00565,62,6.62,64,13,90,18,1,Cloud Engineer,In Progress,SkillsCert
S00566,88,9.52,5,85,99,50,1,Data Scientist,Placed,GRE
S00567,81,8.21,51,29,98,15,1,Data Scientist,In Progress,RRB-NTPC
S00568,67,5.19,51,85,40,99,2,Data Scientist,In Progress,RRB-NTPC
S00569,89,7.3,89,90,22,93,1,Cloud Engineer,In Progress,SkillsCert
S00570,77,6.97,94,18,3,1,0,Cybersecurity,Not Placed,SkillsCert
S00571,63,9.4,8,96,26,95,0,Data Scientist,In Progress,CAT
S00572,100,8.17,85,63,26,100,1,Business Analyst,In Progress,SkillsCert
S00573,78,6.67,52,18,6,56,1,Data Scientist,Not Placed,No exam
S00574,79,6.84,44,88,77,1,1,Cloud Engineer,Placed,GATE
S00575,71,5.17,8,94,51,68,1,AI Researcher,In Progress,GATE
S00576,97,6.29,37,76,45,75,0,Cloud Engineer,In Progress,GATE
S00577,75,7.46,46,41,92,79,1,Cloud Engineer,In Progress,SkillsCert
S00578,72,8.13,98,65,44,22,0,Cybersecurity,In Progress,CAT
S00579,65,6.27,83,52,50,66,4,Cloud Engineer,Not Placed,RRB-NTPC
S00580,72,5.79,34,67,87,48,0,AI Researcher,In Progress,GATE
S00581,91,5.85,16,51,55,10,1,Software Engineer,Not Placed,GRE
S00582,85,8.59,26,23,34,96,0,Business Analyst,Not Placed,GRE
S00583,96,7.76,40,61,51,89,1,Cloud Engineer,In Progress,CAT
S00584,76,5.28,80,71,68,84,0,AI Researcher,In Progress,CAT
S00585,72,7.59,33,77,94,87,1,Data Scientist,Placed,No exam
S00586,96,6.75,38,56,47,39,1,Cloud Engineer,In Progress,CAT
S00587,69,9.95,78,26,74,18,0,Software Engineer,In Progress,GATE
S00588,84,6.75,87,87,35,19,1,Software Engineer,In Progress,SkillsCert
S00589,82,9.65,89,26,49,4,1,Cloud Engineer,In Progress,GRE
S00590,85,6.37,93,83,4,8,0,AI Researcher,Not Placed,GRE
S00591,95,8.34,74,81,47,58,1,Data Scientist,In Progress,GATE
S00592,70,5.5,54,24,83,19,1,Cybersecurity,Not Placed,No exam
S00593,89,8.32,39,59,23,84,1,Cloud Engineer,In Progress,GRE
S00594,81,6.23,58,51,44,58,0,AI Researcher,Not Placed,CAT
S00595,94,9.1,46,24,40,48,0,Cloud Engineer,Not Placed,GRE
S00596,64,6.29,83,13,98,9,4,Data Scientist,In Progress,GRE
S00597,97,7.1,42,95,84,57,0,Business Analyst,Placed,CAT
S00598,68,7.25,3,75,30,45,1,AI Researcher,In Progress,SkillsCert
S00599,88,7.75,29,78,34,89,1,Cybersecurity,In Progress,CAT
S00600,80,7.97,8,52,38,84,1,Cybersecurity,In Progress,GRE
S00601,62,8.18,82,67,22,14,1,AI Researcher,In Progress,GATE
S00602,94,6.02,35,39,11,91,1,AI Researcher,Not Placed,RRB-NTPC
S00603,87,7.19,81,51,70,61,1,Software Engineer,In Progress,No exam
S00604,89,5.01,35,93,26,58,1,AI Researcher,In Progress,GRE
S00605,81,6.04,18,44,13,14,0,Business Analyst,Not Placed,GRE
S00606,63,7.07,72,41,39,68,0,AI Researcher,Not Placed,RRB-NTPC
S00607,89,7.55,57,86,61,51,0,Data Scientist,In Progress,SkillsCert
S00608,82,7.86,43,97,38,77,0,Data Scientist,In Progress,RRB-NTPC
S00609,81,6.09,52,29,28,17,0,Cybersecurity,Not Placed,CAT
S00610,86,6.46,89,88,93,1,0,Business Analyst,Placed,GATE
S00611,75,9.58,19,48,31,2,1,Data Scientist,In Progress,RRB-NTPC
S00612,77,6.45,34,91,82,56,1,Software Engineer,Placed,SkillsCert
S00613,86,9.65,63,24,22,38,0,Cloud Engineer,Not Placed,SkillsCert
S00614,87,7.0,23,17,75,59,0,Business Analyst,Not Placed,GATE
S00615,95,9.62,11,50,65,66,1,AI Researcher,In Progress,CAT
S00616,89,5.13,4,22,21,39,0,Cloud Engineer,Not Placed,GATE
S00617,71,5.15,30,60,57,100,1,Software Engineer,In Progress,SkillsCert
S00618,80,5.93,73,59,10,33,0,Cybersecurity,Not Placed,GATE
S00619,87,8.61,91,82,88,26,1,Business Analyst,Placed,SkillsCert
S00620,92,5.93,51,40,36,49,1,Business Analyst,Not Placed,No exam
S00621,60,7.37,32,98,64,68,0,AI Researcher,Placed,CAT
S00622,88,6.83,99,53,51,33,0,AI Researcher,In Progress,GATE
S00623,67,6.99,50,43,73,63,1,Software Engineer,In Progress,GATE
S00624,73,6.36,28,17,93,35,1,Software Engineer,In Progress,RRB-NTPC
S00625,92,7.19,22,47,88,88,0,AI Researcher,In Progress,CAT
S00626,70,9.65,17,53,73,73,0,Data Scientist,In Progress,RRB-NTPC
S00627,97,7.72,92,42,30,86,0,Software Engineer,Not Placed,GRE
S00628,90,6.31,92,73,41,47,0,Software Engineer,In Progress,GRE
S00629,74,6.36,82,41,96,50,0,Data Scientist,In Progress,GRE
S00630,87,5.24,26,18,56,79,1,Cybersecurity,Not Placed,GATE
S00631,75,5.38,9,84,51,39,1,AI Researcher,In Progress,No exam
S00632,83,9.83,17,41,87,88,0,AI Researcher,Placed,CAT
S00633,98,7.38,30,73,57,41,0,Business Analyst,In Progress,GRE
S00634,69,5.69,87,9,15,83,3,Software Engineer,Not Placed,RRB-NTPC
S00635,70,9.34,73,36,88,84,1,Data Scientist,In Progress,GATE
S00636,79,8.44,9,72,37,9,0,AI Researcher,In Progress,SkillsCert
S00637,81,6.66,21,51,49,32,0,Software Engineer,In Progress,RRB-NTPC
S00638,77,5.07,58,1,52,24,0,Cloud Engineer,Not Placed,CAT
S00639,80,5.61,17,3,3,86,1,Business Analyst,Not Placed,SkillsCert
S00640,88,5.17,9,17,99,53,1,Software Engineer,In Progress,CAT
S00641,66,8.22,94,75,52,7,0,AI Researcher,In Progress,GATE
S00642,96,5.65,83,65,16,23,0,AI Researcher,Not Placed,No exam
S00643,98,6.47,84,92,37,50,1,Cybersecurity,In Progress,SkillsCert
S00644,65,8.38,84,20,10,44,0,Cybersecurity,Not Placed,No exam
S00645,76,8.12,37,76,79,95,0,Software Engineer,Placed,GRE
S00646,70,8.36,23,10,67,7,0,Software Engineer,Not Placed,GATE
S00647,61,7.84,100,7,40,9,1,Data Scientist,Not Placed,CAT
S00648,64,8.86,57,80,91,1,0,AI Researcher,Placed,No exam
S00649,79,5.46,67,1,57,23,0,Cybersecurity,Not Placed,RRB-NTPC
S00650,77,9.93,31,40,32,35,0,Cloud Engineer,In Progress,No exam
S00651,79,7.6,20,5,85,23,0,Cloud Engineer,In Progress,CAT
S00652,91,7.72,39,2,21,13,0,AI Researcher,Not Placed,GATE
S00653,72,6.41,62,83,63,20,1,AI Researcher,In Progress,No exam
S00654,68,6.84,46,40,87,71,1,Business Analyst,In Progress,GRE
S00655,63,6.01,75,55,59,34,5,Cloud Engineer,In Progress,GATE
S00656,87,7.1,32,31,78,86,1,Cybersecurity,In Progress,GRE
S00657,76,8.88,3,74,63,56,1,Data Scientist,Placed,SkillsCert
S00658,99,6.48,18,0,0,36,1,Software Engineer,Not Placed,No exam
S00659,60,9.27,67,47,66,1,0,Business Analyst,In Progress,SkillsCert
S00660,63,7.64,8,26,5,82,1,AI Researcher,Not Placed,GATE
S00661,85,8.85,37,20,19,33,1,Data Scientist,Not Placed,No exam
S00662,85,9.31,51,79,39,49,1,Software Engineer,In Progress,GRE
S00663,84,9.27,89,37,54,3,0,Cloud Engineer,In Progress,GRE
S00664,94,6.62,64,62,81,62,1,Software Engineer,In Progress,GRE
S00665,97,5.03,80,86,90,85,0,AI Researcher,Placed,SkillsCert
S00666,88,8.34,62,29,59,62,0,Data Scientist,In Progress,RRB-NTPC
S00667,95,9.58,84,91,19,28,1,AI Researcher,In Progress,GRE
S00668,92,9.6,73,35,40,30,0,AI Researcher,In Progress,GRE
S00669,69,9.61,56,59,26,12,1,Business Analyst,In Progress,GATE
S00670,79,7.35,49,65,97,61,0,Cloud Engineer,Placed,No exam
S00671,82,8.23,66,90,5,65,0,Cloud Engineer,In Progress,GRE
S00672,69,7.3,7,71,27,5,1,Cloud Engineer,In Progress,RRB-NTPC
S00673,70,9.11,99,39,26,32,1,Data Scientist,Not Placed,SkillsCert
S00674,96,7.94,28,55,83,27,1,Cybersecurity,In Progress,GATE
S00675,81,6.02,42,91,86,1,1,Data Scientist,Placed,GATE
S00676,99,5.44,28,92,29,13,1,Cybersecurity,In Progress,RRB-NTPC
S00677,65,6.19,41,39,34,20,5,Cybersecurity,Not Placed,RRB-NTPC
S00678,89,5.23,8,59,84,29,1,Software Engineer,In Progress,GATE
S00679,75,8.12,31,70,77,69,0,Software Engineer,Placed,RRB-NTPC
S00680,75,7.15,34,59,22,57,0,Cybersecurity,Not Placed,RRB-NTPC
S00681,66,9.05,11,8,63,80,0,Cloud Engineer,Not Placed,No exam
S00682,86,8.75,5,98,14,43,1,Cloud Engineer,In Progress,CAT
S00683,73,7.12,9,21,64,93,0,Business Analyst,Not Placed,GRE
S00684,64,9.9,17,57,63,56,0,Business Analyst,In Progress,GRE
S00685,86,5.55,67,35,43,43,1,Cybersecurity,Not Placed,SkillsCert
S00686,67,7.24,80,12,71,23,0,Cybersecurity,Not Placed,No exam
S00687,93,7.5,89,8,31,76,0,AI Researcher,Not Placed,SkillsCert
S00688,80,5.62,8,60,12,60,0,Data Scientist,Not Placed,GRE
S00689,67,5.61,65,12,0,54,3,Software Engineer,Not Placed,SkillsCert
S00690,98,5.9,36,27,17,35,1,Data Scientist,Not Placed,No exam
S00691,91,6.48,33,9,72,78,1,AI Researcher,Not Placed,GRE
S00692,93,7.12,16,96,77,35,1,Software Engineer,Placed,RRB-NTPC
S00693,97,9.6,34,91,79,96,0,Business Analyst,Placed,GRE
S00694,95,8.12,19,71,48,14,1,Business Analyst,In Progress,GRE
S00695,79,8.51,84,34,76,78,0,Business Analyst,In Progress,RRB-NTPC
S00696,88,8.23,43,2,89,23,1,Data Scientist,In Progress,GATE
S00697,89,7.0,60,89,70,67,0,Cloud Engineer,Placed,RRB-NTPC
S00698,80,7.52,32,97,87,46,0,AI Researcher,Placed,No exam
S00699,96,9.99,68,43,15,70,0,Software Engineer,Not Placed,SkillsCert
S00700,72,8.04,2,0,82,87,1,Business Analyst,Not Placed,RRB-NTPC
S00701,77,7.54,11,12,45,69,1,Cybersecurity,Not Placed,SkillsCert
S00702,78,9.34,73,23,87,1,0,Software Engineer,In Progress,No exam
S00703,74,8.13,87,23,39,85,0,Business Analyst,Not Placed,GRE
S00704,62,8.29,9,71,44,91,0,Business Analyst,In Progress,CAT
S00705,90,5.25,63,63,58,4,1,Software Engineer,In Progress,GRE
S00706,61,8.91,82,79,83,19,0,Software Engineer,Placed,CAT
S00707,81,9.13,64,19,70,4,1,Software Engineer,In Progress,No exam
S00708,87,5.06,74,57,97,61,1,Software Engineer,In Progress,SkillsCert
S00709,70,8.2,33,70,50,5,0,AI Researcher,In Progress,RRB-NTPC
S00710,97,5.39,50,79,38,17,1,Cybersecurity,In Progress,GATE
S00711,65,7.05,0,43,70,18,1,Cybersecurity,In Progress,CAT
S00712,96,8.81,19,20,35,36,1,Cloud Engineer,Not Placed,SkillsCert
S00713,77,7.18,97,76,34,38,0,Data Scientist,In Progress,RRB-NTPC
S00714,73,7.5,81,23,96,35,0,Data Scientist,In Progress,GRE
S00715,98,7.77,61,42,28,92,1,Software Engineer,Not Placed,CAT
S00716,74,8.49,52,71,56,81,1,Software Engineer,In Progress,CAT
S00717,95,6.45,53,92,77,87,0,Cloud Engineer,Placed,GATE
S00718,72,9.87,17,92,77,80,1,AI Researcher,Placed,No exam
S00719,72,8.5,7,1,47,21,1,AI Researcher,Not Placed,GRE
S00720,69,6.89,42,13,54,45,0,Cloud Engineer,Not Placed,CAT
S00721,71,8.1,0,24,55,44,1,AI Researcher,Not Placed,No exam
S00722,66,6.3,10,73,16,13,4,AI Researcher,Not Placed,CAT
S00723,74,8.33,57,16,40,28,1,AI Researcher,Not Placed,No exam
S00724,98,8.84,5,69,50,89,0,Data Scientist,In Progress,RRB-NTPC
S00725,60,5.9,37,26,13,37,3,Data Scientist,Not Placed,GRE
S00726,64,6.06,64,41,89,67,4,Business Analyst,In Progress,CAT
S00727,82,7.74,95,59,51,61,1,Cloud Engineer,In Progress,SkillsCert
